,app_number,patent_number,blocked_app,date,blocking_type
519,"09/560,977",6658272,12019291,2011-09-02,103
520,"09/560,977",6658272,10294286,2011-03-23,103a
521,"09/560,977",6658272,10294286,2011-03-23,103a
522,"09/560,977",6658272,10813280,2011-01-25,102e
523,"09/560,977",6658272,12856275,2011-10-11,103
524,"09/560,977",6658272,12856275,2011-10-11,103
525,"09/560,977",6658272,12856275,2012-07-10,103a
526,"09/560,977",6658272,12856275,2012-07-10,103a
527,"09/560,977",6658272,12941924,2012-09-19,103a
528,"09/560,977",6658272,12856275,2012-03-16,103
529,"09/560,977",6658272,12856275,2012-03-16,103a
530,"09/667,354",6421607,11933149,2011-10-13,102b
531,"09/667,354",6421607,11933149,2011-03-24,102b
532,"10/370,397",6795768,12164916,2011-04-27,102b
533,"10/370,397",6795768,12164916,2011-12-06,102b
534,"10/370,397",6795768,12164916,2011-12-06,102b
535,"08/815,500",5966656,12901876,2012-01-06,103a
536,"08/815,500",5966656,12901876,2012-01-06,103a
537,"08/815,500",5966656,12901876,2012-09-12,103a
538,"08/382,338",6009325,13551726,2012-09-13,119
539,"08/382,338",6009325,13337357,2012-07-18,119
540,"11/027,626",7310375,12951732,2012-04-03,119
541,"11/027,626",7310375,12951732,2013-02-26,119a
542,"08/895,932",5995840,11423931,2011-06-06,103a
543,"10/334,161",7282891,12839797,2012-08-30,102e
544,"09/215,527",6128287,11549931,2011-04-14,103a
545,"09/215,527",6128287,11549931,2012-01-10,103a
546,"11/283,075",7697480,11282331,2011-03-08,119a
547,"11/283,075",7697480,11282331,2011-03-08,119a
548,"11/283,075",7697480,12068740,2011-12-01,112
549,"09/667,847",6609004,11728195,2011-01-05,103a
550,"09/667,847",6609004,11728195,2011-01-05,103a
551,"10/807,549",7242923,11877956,2011-05-06,103a
552,"10/807,549",7242923,11653408,2012-01-04,103a
553,"09/629,321",7239896,12573264,2011-12-06,103a
554,"09/629,321",7239896,12573264,2011-12-06,103a
555,"09/629,321",7239896,12587227,2011-10-18,103a
556,"09/629,321",7239896,12587227,2012-03-27,103a
557,"09/629,321",7239896,13558531,2012-10-17,103a
558,"11/286,944",7586990,12096220,2011-03-03,103a
559,"11/286,944",7586990,12399769,2011-08-09,103a
560,"10/423,243",7640373,12352486,2011-03-03,103a
561,"10/423,243",7640373,12352486,2011-03-03,103
562,"10/423,243",7640373,12352486,2011-03-03,103a
563,"10/423,243",7640373,12125253,2011-06-15,103a
564,"10/423,243",7640373,12352486,2011-08-09,103a
565,"08/719,189",5754953,11696713,2011-06-07,103a
566,"11/281,019",7266198,13041303,2012-09-12,103a
567,"11/281,019",7266198,12911406,2012-09-05,103a
568,"11/281,019",7266198,13336411,2012-01-30,102b
569,"11/281,019",7266198,13041303,2013-03-05,103a
570,"11/281,019",7266198,12911406,2013-01-11,103a
571,"11/429,681",7676583,12383176,2011-06-15,103a
572,"09/618,376",6404764,12197858,2012-04-27,102b
573,"08/791,695",5893036,12900847,2012-05-21,103a
574,"09/717,761",6961427,12818062,2012-04-17,103a
575,"08/922,055",6049707,11343751,2011-07-08,103
576,"08/922,055",6049707,13451839,2012-12-06,103a
577,"08/922,055",6049707,13451839,2012-12-06,103
578,"11/531,746",7821996,12500369,2011-05-03,103a
579,"09/096,861",6170005,11419240,2011-06-21,103a
580,"09/096,861",6170005,11947489,2011-06-24,103a
581,"09/096,861",6170005,11947489,2011-11-14,103a
582,"09/096,861",6170005,11666278,2012-06-11,103a
583,"08/687,882",5818887,12717645,2012-02-10,103a
584,"11/301,301",7558587,12197729,2012-08-20,103a
585,"11/301,301",7558587,12197729,2012-01-31,103a
586,"09/369,624",6151362,11677335,2011-11-23,103a
587,"09/369,624",6151362,11677335,2011-06-21,103a
588,"10/000,289",6865384,10289896,2011-11-14,103a
589,"10/000,289",6865384,10289896,2011-05-23,103a
590,"11/305,780",7331793,13432443,2012-12-07,102a
591,"10/334,095",7085576,12190952,2011-09-08,102b
592,"10/334,095",7085576,12190952,2011-09-08,103a
593,"10/334,095",7085576,12196650,2011-11-23,103a
594,"10/334,095",7085576,12196650,2012-04-20,103a
595,"10/377,464",7653383,11609760,2011-06-09,103a
596,"10/377,464",7653383,11609760,2011-12-14,103a
597,"10/377,464",7653383,11609760,2012-07-18,103a
598,"10/820,920",7019491,12163614,2011-08-19,103a
599,"10/820,920",7019491,12163614,2011-04-27,103a
600,"10/820,920",7019491,12163614,2012-05-24,103a
601,"10/813,476",7426175,11691549,2011-05-12,103a
602,"09/184,614",6169886,12257609,2011-06-30,103a
603,"08/594,602",5738583,11635804,2011-07-21,103a
604,"08/594,602",5738583,11635804,2011-07-21,103a
605,"08/594,602",5738583,11323852,2011-10-26,103a
606,"08/594,602",5738583,11875692,2011-09-08,102e
607,"08/772,665",5854785,11619550,2011-02-03,103a
608,"08/772,665",5854785,11619550,2011-08-17,103a
609,"08/772,665",5854785,11565597,2011-02-09,103a
610,"08/950,990",6011699,13002008,2011-05-12,102
611,"08/950,990",6011699,12470400,2011-11-09,103a
612,"08/950,990",6011699,12142079,2011-07-01,102b
613,"08/950,990",6011699,12142079,2011-07-01,103a
614,"08/950,990",6011699,12470400,2011-06-22,103a
615,"08/950,990",6011699,12049854,2011-04-26,103a
616,"08/950,990",6011699,10841957,2011-08-17,103a
617,"09/131,628",5991285,10594053,2011-09-06,103a
618,"09/131,628",5991285,10594053,2011-09-06,103a
619,"09/131,628",5991285,10594053,2011-09-06,103a
620,"09/131,628",5991285,10594053,2012-02-23,103a
621,"09/131,628",5991285,10594053,2012-02-23,103a
622,"12/366,527",8767632,12903593,2014-07-10,103a
623,"11/027,098",7477690,12087349,2011-12-01,103a
624,"11/027,098",7477690,12087349,2011-06-09,103a
625,"11/027,098",7477690,12087349,2012-09-13,103a
626,"10/124,466",6643503,12594927,2012-04-02,103a
627,"09/762,836",6760589,10756163,2011-05-18,103a
628,"08/123,597",5901357,13000146,2012-11-21,102b
629,"09/106,339",6080501,11547583,2011-04-28,102e
630,"09/766,230",6940820,11786162,2011-01-06,103a
631,"08/711,701",5928330,11931196,2011-09-16,103a
632,"08/711,701",5928330,11931196,2011-04-14,103a
633,"08/711,701",5928330,12346844,2011-09-01,103
634,"08/711,701",5928330,12083380,2012-01-27,103a
635,"08/711,701",5928330,13100693,2012-09-27,103a
636,"08/711,701",5928330,13100639,2012-10-01,103a
637,"08/711,701",5928330,12199814,2012-02-14,102
638,"09/370,057",6236960,12196414,2011-10-05,103a
639,"09/370,057",6236960,12692245,2012-03-06,103a
640,"09/370,057",6236960,12196414,2012-06-04,103a
641,"08/816,649",6014552,12813607,2012-10-11,102b
642,"08/816,649",6014552,12813607,2012-10-11,103a
643,"08/816,649",6014552,12813607,2012-10-11,103a
644,"10/631,123",7085256,11864432,2011-06-24,103a
645,"09/669,192",6810323,12560267,2011-03-18,103a
646,"09/669,192",6810323,12704301,2011-11-14,103
647,"09/999,839",6509659,11846540,2011-07-15,103a
648,"09/999,839",6509659,11846540,2011-07-15,103a
649,"09/999,839",6509659,11846540,2011-12-16,103a
650,"09/999,839",6509659,11846540,2011-12-16,103a
651,"09/650,118",6907237,12087060,2011-08-29,103
652,"09/650,118",6907237,12087060,2011-02-16,103
653,"09/650,118",6907237,12087060,2012-07-17,103
654,"09/929,750",6649852,12711923,2011-11-16,103a
655,"09/929,750",6649852,12711923,2012-07-05,103a
656,"08/675,318",5857155,11470886,2011-08-19,103a
657,"08/675,318",5857155,11470886,2011-08-19,103a
658,"08/675,318",5857155,11470886,2011-02-09,103a
659,"08/675,318",5857155,11470886,2012-06-20,103a
660,"08/675,318",5857155,13055812,2012-10-09,102b
661,"08/675,318",5857155,13055812,2012-10-09,103a
662,"08/675,318",5857155,13055812,2013-03-22,119
663,"08/675,318",5857155,13055812,2013-03-22,102b
664,"08/675,318",5857155,13055812,2013-03-22,103a
665,"08/675,318",5857155,13055811,2013-03-15,102b
666,"10/279,567",7751826,12484135,2011-10-04,103a
667,"10/279,567",7751826,13441014,2013-05-09,103a
668,"11/610,806",7634565,12040665,2011-02-15,103a
669,"11/610,806",7634565,12040665,2011-02-15,103a
670,"08/213,839",6216086,12020118,2011-03-16,103a
671,"08/213,839",6216086,11428181,2011-06-09,103a
672,"08/213,839",6216086,11428181,2011-06-09,103a
673,"08/213,839",6216086,12733083,2013-02-21,103a
674,"08/762,865",6018764,11378895,2011-11-10,119
675,"08/762,865",6018764,11378895,2011-11-10,103a
676,"08/762,865",6018764,11378895,2011-04-01,101
677,"08/587,073",5745695,12845646,2012-11-09,103a
678,"10/614,838",6980818,11836505,2011-04-15,103a
679,"10/395,782",7016319,12401568,2011-10-17,102e
680,"09/253,786",6317411,12720963,2011-12-27,103a
681,"09/253,786",6317411,12720963,2011-12-27,103a
682,"09/253,786",6317411,13123673,2013-02-19,103a
683,"09/253,786",6317411,13123673,2013-02-19,103a
684,"09/253,786",6317411,12605837,2013-06-20,103a
685,"09/898,172",7080397,11444554,2011-02-11,103a
686,"10/355,909",7062261,12479555,2011-10-17,103
687,"10/355,909",7062261,12479555,2011-01-20,103
688,"10/355,909",7062261,12479555,2011-05-12,103
689,"09/665,096",6374177,12098514,2011-11-02,103a
690,"09/665,096",6374177,12098514,2011-11-02,103a
691,"09/665,096",6374177,12098514,2011-11-02,103a
692,"09/665,096",6374177,12098514,2011-11-02,103a
693,"09/665,096",6374177,12098514,2011-11-02,103a
694,"09/665,096",6374177,12368277,2011-03-02,102e
695,"09/079,067",6321070,13006163,2012-04-25,102b
696,"09/079,067",6321070,13006163,2012-04-25,103a
697,"09/079,067",6321070,12698957,2012-05-24,103a
698,"08/992,419",5923214,12396171,2011-11-25,102b
699,"08/992,419",5923214,11272017,2011-12-05,103a
700,"08/992,419",5923214,11272017,2011-02-15,103a
701,"08/992,419",5923214,11272017,2011-06-07,103a
702,"08/992,419",5923214,11272017,2012-05-02,103a
703,"10/109,928",7243163,10929029,2011-03-03,103a
704,"10/109,928",7243163,12628901,2011-04-12,103a
705,"10/109,928",7243163,11559567,2011-03-04,103a
706,"10/109,928",7243163,12395426,2011-11-14,103a
707,"10/109,928",7243163,12395426,2011-11-14,103a
708,"10/109,928",7243163,12400166,2011-06-28,103
709,"10/109,928",7243163,11368145,2012-02-15,102e
710,"10/109,928",7243163,11368145,2012-02-15,103a
711,"10/109,928",7243163,11368145,2013-03-13,103a
712,"11/272,282",7583973,12478654,2011-08-11,103a
713,"11/272,282",7583973,12478654,2011-12-09,103
714,"10/626,242",6972382,11443763,2011-01-06,103a
715,"09/213,566",6334063,12470808,2011-05-05,102b
716,"09/213,566",6334063,12470808,2011-05-05,103a
717,"08/883,972",6114968,11170392,2011-05-02,103a
718,"09/032,159",6112244,13115044,2011-08-26,103a
719,"09/032,159",6112244,13115044,2011-08-26,103a
720,"09/032,159",6112244,13115044,2012-01-19,103a
721,"09/928,609",6915312,12038189,2011-10-14,102h
722,"09/928,609",6915312,12038189,2011-10-14,103a
723,"09/928,609",6915312,12038189,2011-10-14,103a
724,"09/928,609",6915312,12038189,2011-10-14,103a
725,"09/928,609",6915312,12038189,2011-10-14,103a
726,"09/227,793",6487721,11820286,2011-05-17,103a
727,"09/227,793",6487721,11820286,2011-05-17,103a
728,"09/227,793",6487721,11820286,2011-05-17,103a
729,"09/227,793",6487721,11820286,2011-05-17,103a
730,"09/227,793",6487721,11820286,2011-05-17,103a
731,"09/227,793",6487721,11820286,2011-05-17,103a
732,"09/227,793",6487721,11820286,2011-05-17,103a
733,"09/227,793",6487721,11820286,2011-05-17,103a
734,"09/227,793",6487721,11820286,2011-05-17,103a
735,"09/227,793",6487721,11460543,2011-09-13,103a
736,"09/227,793",6487721,11985143,2011-03-29,103a
737,"09/227,793",6487721,12024044,2011-01-24,103a
738,"09/227,793",6487721,12024044,2011-01-24,103a
739,"09/227,793",6487721,12024044,2011-01-24,103a
740,"09/227,793",6487721,12024044,2011-02-28,103a
741,"09/227,793",6487721,12024044,2011-02-28,103a
742,"09/227,793",6487721,12024044,2011-02-28,103a
743,"09/227,793",6487721,11460543,2011-02-08,103a
744,"09/227,793",6487721,10759620,2011-06-21,103a
745,"08/966,277",6043838,11988032,2011-12-01,102b
746,"08/966,277",6043838,12031295,2011-05-31,103a
747,"08/966,277",6043838,11493434,2011-09-15,103a
748,"08/966,277",6043838,11493434,2011-05-05,103a
749,"08/966,277",6043838,11493434,2012-11-08,103a
750,"08/966,277",6043838,13302518,2012-10-02,102e
751,"08/966,277",6043838,12700186,2012-09-20,102b
752,"08/966,277",6043838,12700186,2012-09-20,103a
753,"08/966,277",6043838,11493434,2012-06-07,103a
754,"08/966,277",6043838,10590135,2014-01-30,103a
755,"09/502,066",6529728,12465414,2011-06-28,103a
756,"12/142,811",8224390,12949086,2012-10-25,103a
757,"10/175,974",7688764,11517883,2011-07-06,103a
758,"10/175,974",7688764,11988362,2011-08-19,103a
759,"10/175,974",7688764,11093323,2011-02-16,103a
760,"10/175,974",7688764,11988362,2012-10-02,103a
761,"10/175,974",7688764,11988362,2012-03-07,103a
762,"08/399,689",6012634,11448117,2011-02-18,103a
763,"08/399,689",6012634,11448117,2011-02-18,103a
764,"08/399,689",6012634,11448117,2011-02-18,103
765,"09/143,714",6108314,11778727,2011-10-21,103a
766,"09/143,714",6108314,11778727,2011-02-18,103a
767,"12/408,092",7657272,13010538,2012-11-26,103a
768,"08/811,064",6002948,11761468,2011-07-19,102b
769,"08/811,064",6002948,11761468,2011-07-19,103a
770,"09/705,982",6775536,11967938,2011-03-04,103a
771,"10/449,263",7023814,12133755,2011-10-14,103a
772,"09/886,640",6526031,12403196,2012-09-10,103a
773,"08/856,958",5959546,11690555,2011-03-02,103a
774,"08/856,958",5959546,11690555,2011-03-02,103a
775,"08/856,958",5959546,11690555,2011-09-01,103a
776,"08/856,958",5959546,11690555,2012-03-22,103a
777,"08/856,958",5959546,12475942,2012-08-29,103a
778,"08/856,958",5959546,12475942,2012-08-29,103a
779,"08/856,958",5959546,12475942,2012-02-03,103a
780,"08/856,958",5959546,12475942,2012-02-03,103a
781,"09/872,783",7068719,11799101,2011-03-16,103a
782,"09/872,783",7068719,11799101,2011-03-16,103a
783,"09/872,783",7068719,11799101,2011-07-27,103a
784,"09/872,783",7068719,11799101,2012-03-29,103a
785,"09/872,783",7068719,11799101,2012-03-29,103a
786,"11/311,518",7640020,12807813,2012-10-17,103a
787,"09/444,952",6275693,10565158,2011-04-15,103a
788,"09/444,952",6275693,10565158,2011-11-30,103a
789,"12/431,305",8208434,12949233,2013-10-21,103a
790,"12/431,305",8208434,12949233,2014-03-28,103a
791,"10/331,733",6729547,11962598,2011-03-22,103a
792,"08/639,013",5963848,12814394,2012-08-06,103a
793,"12/123,606",8320878,13075979,2013-07-03,103a
794,"09/136,242",6081510,12053725,2011-04-15,103a
795,"08/740,635",6219703,10969359,2011-08-29,103a
796,"08/740,635",6219703,10969359,2011-08-29,103a
797,"08/740,635",6219703,12847812,2012-03-07,103a
798,"09/246,996",6167268,11355540,2011-12-19,103a
799,"09/246,996",6167268,12040862,2011-01-21,102b
800,"09/246,996",6167268,12040862,2011-01-21,103a
801,"09/246,996",6167268,12040862,2011-12-28,103a
802,"09/246,996",6167268,12040862,2011-12-28,103a
803,"09/246,996",6167268,11355540,2011-06-21,103a
804,"09/246,996",6167268,11355538,2011-03-15,103a
805,"09/246,996",6167268,11355540,2011-01-21,102b
806,"09/246,996",6167268,12040862,2011-07-05,102b
807,"09/246,996",6167268,12040862,2011-07-05,103a
808,"10/952,116",7606303,11777918,2011-12-19,101
809,"09/079,013",6134336,11887316,2011-03-30,103a
810,"09/079,013",6134336,11855275,2012-02-14,103a
811,"08/617,715",6313736,11893720,2011-04-04,103a
812,"08/617,715",6313736,11893720,2011-04-04,103a
813,"08/617,715",6313736,11893720,2011-04-04,103a
814,"08/617,715",6313736,11893720,2011-04-04,103a
815,"08/617,715",6313736,11893720,2011-04-04,103a
816,"08/557,657",5771353,12194311,2011-04-04,103a
817,"08/557,657",5771353,10757609,2011-11-25,103a
818,"08/557,657",5771353,10757609,2011-11-25,103a
819,"08/557,657",5771353,10757609,2011-11-25,103a
820,"08/557,657",5771353,12194311,2011-10-06,103a
821,"08/557,657",5771353,10757609,2011-08-18,103a
822,"08/557,657",5771353,10757609,2011-08-18,103a
823,"08/557,657",5771353,10757609,2011-03-14,103a
824,"08/557,657",5771353,10757609,2011-03-14,103a
825,"08/557,657",5771353,10757609,2011-03-14,103a
826,"90/010,370",5771353,12194311,2011-04-04,103a
827,"90/010,370",5771353,10757609,2011-11-25,103a
828,"90/010,370",5771353,10757609,2011-11-25,103a
829,"90/010,370",5771353,10757609,2011-11-25,103a
830,"90/010,370",5771353,12194311,2011-10-06,103a
831,"90/010,370",5771353,10757609,2011-08-18,103a
832,"90/010,370",5771353,10757609,2011-08-18,103a
833,"90/010,370",5771353,10757609,2011-03-14,103a
834,"90/010,370",5771353,10757609,2011-03-14,103a
835,"90/010,370",5771353,10757609,2011-03-14,103a
836,"09/132,447",6377161,10987917,2012-04-27,103a
837,"09/070,316",6285786,12477582,2011-12-20,103a
838,"09/070,316",6285786,12194780,2012-08-15,102b
839,"10/246,337",7831992,11769029,2011-12-06,103a
840,"08/677,478",6009336,11620071,2011-01-20,119a
841,"08/677,478",6009336,11620071,2011-08-05,103a
842,"09/217,775",6169903,13036393,2011-07-22,102b
843,"10/255,359",7171204,11871286,2011-10-25,103a
844,"10/255,359",7171204,11871286,2011-05-19,103a
845,"11/423,513",7600880,12026367,2011-06-15,103a
846,"10/437,220",7103319,10893389,2011-03-08,103a
847,"10/437,220",7103319,10893389,2011-03-08,103a
848,"08/715,887",6134223,11959650,2011-11-08,103a
849,"08/715,887",6134223,11959650,2011-11-08,103a
850,"08/715,887",6134223,11959650,2011-11-08,103
851,"08/715,887",6134223,11959650,2011-11-08,103a
852,"08/715,887",6134223,11959650,2011-11-08,103a
853,"08/715,887",6134223,11959650,2011-11-08,103a
854,"08/715,887",6134223,11959650,2012-05-17,103a
855,"08/715,887",6134223,11959650,2012-05-17,103a
856,"08/715,887",6134223,11959650,2012-05-17,103
857,"08/715,887",6134223,11959650,2012-05-17,103a
858,"08/715,887",6134223,11959650,2012-05-17,103a
859,"09/746,347",6694060,12165625,2012-04-25,103a
860,"09/746,347",6694060,12165625,2012-04-25,103a
861,"09/746,347",6694060,12165625,2012-04-25,103a
862,"09/746,347",6694060,12165625,2012-04-25,103a
863,"09/746,347",6694060,12165625,2012-04-25,103a
864,"09/275,658",6434391,12844361,2012-06-08,103a
865,"09/275,658",6434391,11719226,2012-01-27,103
866,"09/275,658",6434391,13597300,2014-08-05,103a
867,"11/208,673",7176838,12941011,2014-02-28,112
868,"11/208,673",7176838,12941011,2014-02-28,103a
869,"11/208,673",7176838,12941010,2014-02-18,112
870,"11/208,673",7176838,12941010,2014-02-18,103a
871,"10/349,006",7200363,12495881,2011-12-13,102b
872,"10/349,006",7200363,12495881,2011-12-13,103a
873,"10/694,464",7471749,12065588,2011-09-12,103a
874,"09/277,304",6223291,13413173,2012-05-11,103a
875,"09/277,304",6223291,13413173,2012-05-11,103a
876,"09/277,304",6223291,13413173,2012-11-30,103a
877,"09/277,304",6223291,13413173,2012-11-30,103a
878,"09/277,304",6223291,13413173,2012-11-30,103a
879,"09/508,183",6807527,12748565,2012-04-30,103a
880,"08/962,517",6101175,11739674,2011-01-25,103a
881,"08/962,517",6101175,11739674,2011-12-06,103a
882,"08/962,517",6101175,11739674,2011-05-25,103a
883,"10/135,614",7024207,12187775,2011-10-12,103a
884,"10/135,614",7024207,12187775,2011-06-06,103a
885,"10/136,084",6661371,13014355,2013-01-10,103a
886,"11/683,030",7933238,13357430,2012-06-18,101
887,"11/683,030",7933238,13357425,2012-08-16,101
888,"09/686,732",6606483,11599393,2011-11-08,103a
889,"09/686,732",6606483,12957856,2012-01-18,119
890,"09/686,732",6606483,13133792,2012-11-07,102b
891,"08/959,882",6005498,12395012,2012-01-19,103a
892,"09/870,181",6764788,12907648,2012-12-12,112
893,"09/928,140",7061879,11856788,2011-01-05,102
894,"09/921,234",6958984,11562979,2011-12-27,103a
895,"09/921,234",6958984,13564068,2012-10-17,102b
896,"09/902,438",6842484,12906761,2011-06-07,119a
897,"09/902,438",6842484,12906761,2011-06-07,103a
898,"10/424,017",6819083,12436562,2011-03-03,103a
899,"10/424,017",6819083,12330875,2011-03-03,103a
900,"09/097,645",6259733,12308907,2011-10-03,102b
901,"10/022,269",7180875,12470616,2011-11-30,103a
902,"09/535,924",6944137,11965875,2011-01-10,119a
